3.000000000000000000e+01,2.000000000000000000e+03
1.800000000000000000e+01,5.000000000000000000e+03
1.200000000000000000e+01,3.350000000000000000e+03
2.100000000000000000e+01,3.350000000000000000e+03
1.800000000000000000e+01,2.000000000000000000e+03
1.900000000000000000e+01,1.500000000000000000e+03
1.000000000000000000e+01,4.000000000000000000e+03
2.000000000000000000e+01,3.350000000000000000e+03
2.000000000000000000e+01,1.500000000000000000e+03
2.400000000000000000e+01,5.000000000000000000e+03
2.500000000000000000e+01,3.350000000000000000e+03
1.500000000000000000e+01,3.350000000000000000e+03
1.800000000000000000e+01,3.350000000000000000e+03
8.000000000000000000e+00,4.000000000000000000e+03
2.800000000000000000e+01,3.350000000000000000e+03
1.200000000000000000e+01,4.000000000000000000e+03
2.000000000000000000e+01,3.350000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+03
2.000000000000000000e+01,6.000000000000000000e+03
2.200000000000000000e+01,8.000000000000000000e+03
3.000000000000000000e+01,3.350000000000000000e+03
1.000000000000000000e+01,6.000000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+03
1.750000000000000000e+01,3.350000000000000000e+03
1.200000000000000000e+01,3.350000000000000000e+03
1.900000000000000000e+01,3.350000000000000000e+03
1.200000000000000000e+01,4.000000000000000000e+03
1.800000000000000000e+01,8.000000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+03
1.250000000000000000e+01,3.350000000000000000e+03
1.250000000000000000e+01,1.000000000000000000e+03
2.400000000000000000e+01,4.000000000000000000e+03
2.500000000000000000e+01,3.350000000000000000e+03
2.400000000000000000e+01,3.350000000000000000e+03
2.000000000000000000e+01,3.350000000000000000e+03
2.500000000000000000e+01,3.350000000000000000e+03
2.000000000000000000e+01,3.350000000000000000e+03
2.400000000000000000e+01,1.500000000000000000e+03
2.000000000000000000e+01,3.350000000000000000e+03
2.000000000000000000e+01,5.000000000000000000e+03
2.000000000000000000e+00,8.000000000000000000e+03
1.400000000000000000e+01,6.000000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+03
2.000000000000000000e+01,4.000000000000000000e+02
8.000000000000000000e+00,8.000000000000000000e+03
3.000000000000000000e+01,4.000000000000000000e+03
2.000000000000000000e+01,1.500000000000000000e+03
2.000000000000000000e+01,4.000000000000000000e+03
2.500000000000000000e+01,3.350000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+03
2.100000000000000000e+01,3.350000000000000000e+03
2.500000000000000000e+01,3.350000000000000000e+03
2.300000000000000000e+01,3.350000000000000000e+03
2.400000000000000000e+01,5.000000000000000000e+03
2.500000000000000000e+01,3.350000000000000000e+03
1.300000000000000000e+01,8.000000000000000000e+03
1.600000000000000000e+01,3.350000000000000000e+03
1.400000000000000000e+01,8.000000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+03
2.800000000000000000e+01,2.000000000000000000e+03
1.700000000000000000e+01,3.350000000000000000e+03
3.000000000000000000e+01,1.000000000000000000e+03
1.200000000000000000e+01,4.000000000000000000e+03
1.500000000000000000e+01,3.350000000000000000e+03
1.200000000000000000e+01,6.000000000000000000e+03
2.500000000000000000e+01,3.350000000000000000e+03
3.000000000000000000e+01,3.000000000000000000e+03
1.900000000000000000e+01,3.350000000000000000e+03
1.900000000000000000e+01,3.350000000000000000e+03
2.500000000000000000e+01,3.350000000000000000e+03
2.500000000000000000e+01,8.000000000000000000e+03
2.000000000000000000e+01,3.000000000000000000e+03
2.000000000000000000e+01,3.350000000000000000e+03
